eventType,homeTeam,visitingTeamOrDescription,startTime,endTime,googleEventId
Practice,VCB 15U A - Red Sox,Practice,05/27/2024 16:45:00,05/27/2024 18:30:00,knvjkulca0scuqlodcfl0pb10s
Practice,VCB 18U AA Rockies,Rockies Practice,05/27/2024 17:30:00,05/27/2024 19:30:00,si04b3tv5df0cb68j9p0bs2cb4
Practice,VCB 18U AA Athletics,A's/Reds practice,05/28/2024 16:30:00,05/28/2024 18:30:00,0tneu0n55988j49cvn07iad16s
Practice,VCB 18U AA Reds,A's/Reds practice,05/28/2024 16:30:00,05/28/2024 18:30:00,53geb4684ncat8pjmujr4rejpo
Practice,VCB 18U AA Marlins,Practice,05/28/2024 18:30:00,05/28/2024 20:30:00,fge01476nb8k13tg6l61i4agsc
Practice,VCB 15U A - Rockies,Rockies Practice,05/29/2024 16:30:00,05/29/2024 18:30:00,81u21hhbdm53dkebqbju7vbtts
Practice,VCB 18U AA Rangers,Pirates/Rangers Practice,05/29/2024 18:30:00,05/29/2024 20:30:00,3t6ghhvuldual01qgao3s3nfs0
Practice,VCB 18U AA Pirates,Pirates/Rangers Practice,05/29/2024 18:30:00,05/29/2024 20:30:00,bdihrprq7a6genr6pk6q7kiv4o
Practice,VCB 15U A - Mariners,Practice,05/30/2024 16:15:00,05/30/2024 18:00:00,k0u87vi3l2a4hs9ahoc101ke64
Practice,VCB 18U AA Diamondbacks,DB's/Yankees Practice,05/30/2024 18:00:00,05/30/2024 20:00:00,kvr974oam206nvgnbls1q12gkk
Practice,VCB 18U AA Yankees,DB's/Yankees practice,05/30/2024 18:30:00,05/30/2024 20:30:00,bboag30112bbsesal5bapr9j34
Practice,VCB 15U A - Rangers,Practice,05/31/2024 16:30:00,05/31/2024 18:30:00,e1e7vf95c52talvvqlrp94jgeg
Practice,VCB 15U A - Giants,15U A Giants Practice,05/31/2024 18:30:00,05/31/2024 20:30:00,b2r01uicnbvlk63489v9sjprfk
Practice,VCB 18U AA Giants,Team Practice,06/01/2024 09:30:00,06/01/2024 11:30:00,igtq9kls96biki7osgka41mg1g
Practice,VCB 15U A - Yankees,Practice - cancelled if game played earlier this day,06/02/2024 17:30:00,06/02/2024 19:30:00,vlgmdu9q3s7nr8h9ei65p36s9o
Practice,VCB 18U AA Rockies,Rockies Practice,06/03/2024 17:30:00,06/03/2024 19:30:00,ln41mv3mo4l0vgal1s1chfn250
Practice,VCB 18U AA Athletics,A's/Reds practice,06/04/2024 16:30:00,06/04/2024 18:30:00,9lo3bkp1eusha7bjgniujob7uk
Practice,VCB 18U AA Reds,A's/Reds practice,06/04/2024 16:30:00,06/04/2024 18:30:00,46f2l2nodu84j1bc0anth0dtbo
Practice,VCB 18U AA Marlins,Practice,06/04/2024 18:30:00,06/04/2024 20:30:00,252emm45t1agdctqpgbabjv210
Practice,VCB 15U A - Rockies,Rockies Practice,06/05/2024 16:30:00,06/05/2024 18:30:00,p9kj38hh8rr6t5gk00dsj81evc
Practice,VCB 18U AA Rangers,Pirates/Rangers Practice,06/05/2024 18:30:00,06/05/2024 20:30:00,jvnh7blnmub7u596f8c3gldu14
Practice,VCB 18U AA Pirates,Pirates/Rangers Practice,06/05/2024 18:30:00,06/05/2024 20:30:00,s0tmqe64i27i4jqd6mqk5r9frc
Practice,VCB 15U A - Mariners,Practice,06/06/2024 16:15:00,06/06/2024 18:00:00,07bhg226prudjdbk582soa1pd4
Practice,VCB 18U AA Diamondbacks,DB's/Yankees Practice,06/06/2024 18:00:00,06/06/2024 20:00:00,as8ha8jhgs6rekqmquhl8tc85o
Practice,VCB 18U AA Yankees,DB's/Yankees practice,06/06/2024 18:30:00,06/06/2024 20:30:00,4vmntvi5qi60ci0qatrarr2b74
Practice,VCB 15U A - Giants,15U A Giants Practice,06/07/2024 18:30:00,06/07/2024 20:30:00,f7foumsqe4mc4fgohua75n2li8
Practice,VCB 18U AA Giants,Team Practice,06/08/2024 09:30:00,06/08/2024 11:30:00,e8se8ir5rhq7q2uopvic524e8o
Practice,VCB 15U A - Red Sox,Practice,06/10/2024 16:45:00,06/10/2024 18:30:00,8ivaqid1jugeej0e5n28b7i16k
Practice,VCB 18U AA Rockies,Rockies Practice,06/10/2024 17:30:00,06/10/2024 19:30:00,aalq5pou2c5sea88pcfp2j82k4
Practice,VCB 18U AA Athletics,A's/Reds practice,06/11/2024 16:30:00,06/11/2024 18:30:00,vo4v8448kjt0ea51pv51up47a0
Practice,VCB 18U AA Reds,A's/Reds practice,06/11/2024 16:30:00,06/11/2024 18:30:00,kai2smngf67gf45pb5qsprctcs
Practice,VCB 18U AA Marlins,Practice,06/11/2024 18:30:00,06/11/2024 20:30:00,5bgh53ubc6n8ktnc1f6itre004
Practice,VCB 15U A - Rockies,Rockies Practice,06/12/2024 16:30:00,06/12/2024 18:30:00,gkuqa5bjgsgf1kq6fedr7mfack
Practice,VCB 18U AA Rangers,Pirates/Rangers Practice,06/12/2024 18:30:00,06/12/2024 20:30:00,mvgm8h1lrbtofooojimp3ioi6g
Practice,VCB 18U AA Pirates,Pirates/Rangers Practice,06/12/2024 18:30:00,06/12/2024 20:30:00,he2ambti3qnen1bhtlo8ek79uk
Practice,VCB 15U A - Mariners,Practice,06/13/2024 16:15:00,06/13/2024 18:00:00,h33ds8udbmvo7l85vueunnq5qc
Practice,VCB 18U AA Diamondbacks,DB's/Yankees Practice,06/13/2024 18:00:00,06/13/2024 20:00:00,bbu2268qjv1213lpko3jm3sgp0
Practice,VCB 18U AA Yankees,DB's/Yankees practice,06/13/2024 18:30:00,06/13/2024 20:30:00,t0sfo838kma7rt694sbp6ii488
Practice,VCB 15U A - Giants,15U A Giants Practice,06/14/2024 18:30:00,06/14/2024 20:30:00,e9b2455o6mhqu11jaodbb2jo0o
Practice,VCB 18U AA Giants,Team Practice,06/15/2024 09:30:00,06/15/2024 11:30:00,c6l0t0hm4qsmcj3co6mmc6no0o
Practice,VCB 15U A - Red Sox,Practice,06/17/2024 16:45:00,06/17/2024 18:30:00,vvmovsd8gu7lvfjdqnlr16subk
Practice,VCB 18U AA Rockies,Rockies Practice,06/17/2024 17:30:00,06/17/2024 19:30:00,1g7abahu4c07lh5k5up05je0b4
Practice,VCB 18U AA Athletics,A's/Reds practice,06/18/2024 16:30:00,06/18/2024 18:30:00,tq62rckfiokpsqpk477ad260fs
Practice,VCB 18U AA Reds,A's/Reds practice,06/18/2024 16:30:00,06/18/2024 18:30:00,a8m0qoomvtv7oo7bubli5mhiig
Practice,VCB 18U AA Marlins,Practice,06/18/2024 18:30:00,06/18/2024 20:30:00,epjqtqgf13mlckpn6fh3uus6vk
Practice,VCB 15U A - Rockies,Rockies Practice,06/19/2024 16:30:00,06/19/2024 18:30:00,i5c6bcnj3ojhfcmg9hkeevr50g
Practice,VCB 18U AA Rangers,Pirates/Rangers Practice,06/19/2024 18:30:00,06/19/2024 20:30:00,1jn41tt988k3h3qrput5788034
Practice,VCB 18U AA Pirates,Pirates/Rangers Practice,06/19/2024 18:30:00,06/19/2024 20:30:00,bhrpt757q7v9l8jq18hcpijpe8
Practice,VCB 18U AA Diamondbacks,DB's/Yankees Practice,06/20/2024 18:00:00,06/20/2024 20:00:00,lg59asst5f5qpvmn1ggp3rvg2o
Practice,VCB 18U AA Yankees,DB's/Yankees practice,06/20/2024 18:30:00,06/20/2024 20:30:00,s7th9ho43vuuf9dj35fnd4jags
Practice,VCB 18U AA Giants,Team Practice,06/22/2024 09:30:00,06/22/2024 11:30:00,ukanq1rnr1tsrsa59membgdqmc
Practice,VCB 18U AA Rockies,Rockies Practice,06/24/2024 17:30:00,06/24/2024 19:30:00,9iqokj7a56iv56smsa13ghst90
Practice,VCB 18U AA Athletics,A's/Reds practice,06/25/2024 16:30:00,06/25/2024 18:30:00,u64pdhj4i18bgsmc4sl0ntkivc
Practice,VCB 18U AA Reds,A's/Reds practice,06/25/2024 16:30:00,06/25/2024 18:30:00,moc8a399kcltn1pa2j2flh1sug
Practice,VCB 18U AA Marlins,Practice,06/25/2024 18:30:00,06/25/2024 20:30:00,8tr082gdrmchcknfe8q10ft83g
Practice,VCB 18U AA Rangers,Pirates/Rangers Practice,06/26/2024 18:30:00,06/26/2024 20:30:00,cv3iibu00m59lqvj2969l6rh4c
Practice,VCB 18U AA Pirates,Pirates/Rangers Practice,06/26/2024 18:30:00,06/26/2024 20:30:00,lt8kds9f5aqnh0hij9i273v3ek
Practice,VCB 18U AA Yankees,DB's/Yankees practice,06/27/2024 18:30:00,06/27/2024 20:30:00,r3l85ko0racafnf9ijhnpgfktg
